werkzeug - WARNING -  * Debugger is active!
werkzeug - INFO -  * Debugger PIN: 589-744-875
werkzeug - INFO - 127.0.0.1 -werkzeug - INFO -  * Restarting with stat
werkzeug - INFO -  * Restarting with stat
rkzeug - INFO - 127.0.0.1 - - [29/Jan/2020 14:23:01] "POST /home/buttonclick HTTP/1.1" 200 -
werkzeug - INFO -  * Detected change in '/home/necuser/Downloads/flask_pro1/blue/utility/utility.py', reloading
2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,592 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:22:00,593 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,518 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:27,519 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,434 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:28,435 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:29,045 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:23:41,640 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,035 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:19,036 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,984 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:24:37,985 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,565 - Sandbox - DEBUG - sandbox.log

2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
2020-01-29 15:25:57,566 - Sandbox - DEBUG - <Request 'http://127.0.0.1:5000/home/buttonclick' [POST]>
